timestep	time	weight	P	Q	Qfitted	Qresidual
2025	2025	0	0	0.00141645770725265		
2026	2026	0	2	0.00122504450356986		
2027	2027	0	8.1	0.00108467482086914		
2028	2028	0	7.2	0.00101448997951879		
2029	2029	0		0.00095068557829119		
2030	2030	0		0.000893261617186353		
2031	2031	0	0	0.000848598536327036		
2032	2032	0	3.4	0.000733750614117362		
2033	2033	0		0.000613160295797204		
2034	2034	0		0.00050788303377167		
2035	2035	0	0	0.000420471004089862		
2036	2036	0	0	0.000356666602862265		
2037	2037	0	0	0.00030689916990474		
2038	2038	0	0	0.000268616529168182		
2039	2039	0		0.000246923032750799		
2040	2040	0		0.000228419756394796		
2041	2041	0		0.000228419756394796		
2042	2042	0		0.00022140127225976		
2043	2043	0		0.000203536039916033		
2044	2044	0	2.9	0.00019460342374417		
2045	2045	0	1.2	0.000189499071645962		
2046	2046	0		0.000202259951891481		
2047	2047	0	0	0.00022459149232114		
2048	2048	0	0	0.000208640392014241		
2049	2049	0	0	0.00019141320368279		
2050	2050	0	0.5	0.000175462103375891		
2051	2051	0	0	0.000158872959056716		
2052	2052	0	0	0.000144835990786644		
2053	2053	0	0	0.000141007726712989		
2054	2054	0	0	0.000151216430909404		
2055	2055	0	0	0.000139093594676161		
2056	2056	0	0	0.000125694670418365		
2057	2057	0	0	0.000114847922209674		
2058	2058	0		0.000102725085976431		
2059	2059	0		9.44305138168431e-05		
2060	2060	0	6.4	9.50685578291191e-05		
2061	2061	0	4.2	0.000100172909927327		
2062	2062	0		0.000102725085976431		
2063	2063	0	0	0.000102725085976431		
2064	2064	0	0	0.00010910552609919		
2065	2065	0	0.5	0.000104001174000983		
2066	2066	0	14.3	0.000102725085976431		
2067	2067	0		9.82587778904989e-05		
2068	2068	0	1.4	9.50685578291191e-05		
2069	2069	0		9.44305138168431e-05		
2070	2070	0	1.4	9.44305138168431e-05		
2071	2071	0		9.69826898659469e-05		
2072	2072	0	3.5	9.5706601841395e-05		
2073	2073	0	7.5	0.000102087041964155		
2074	2074	0	0	0.000103363129988707		
2075	2075	0	2.3	0.000105915306037811		
2076	2076	0		0.000117400098258778		
2077	2077	0	6.3	0.000130160978504297		
2078	2078	0	2.5	0.000160149047081268		
2079	2079	0		0.000201621907879206		
2080	2080	0		0.000265426309106802		
2081	2081	0		0.000307537213917016		
2082	2082	0	0	0.000293500245646945		
2083	2083	0	0	0.000250113252812179		
2084	2084	0	0	0.000217573008186105		
2085	2085	0	0	0.000192051247695066		
2086	2086	0	3.4	0.000211192568063345		
2087	2087	0	14.4	0.00019460342374417		
2088	2088	0	3.4	0.000180566455474099		
2089	2089	0	3.5	0.00022140127225976		
2090	2090	0	0	0.000296052421696049		
2091	2091	0	0	0.00031646983008888		
2092	2092	0	0	0.000285205673487357		
2093	2093	0	2	0.000257769780959491		
2094	2094	0	0	0.00023416215250528		
2095	2095	0		0.00022778171238252		
2096	2096	0		0.000236076284542108		
2097	2097	0		0.000264788265094526		
2098	2098	0		0.000265426309106802		
2099	2099	0	0	0.000247561076763075		
2100	2100	0	0	0.000227143668370244		
2101	2101	0	0	0.000209278436026517		
2102	2102	0	0	0.000195879511768722		
2103	2103	0	0	0.00018503276356003		
2104	2104	0		0.000176100147388167		
2105	2105	0		0.000170357751277683		
2106	2106	0	0	0.000169719707265407		
2107	2107	0	9.3	0.000222677360284312		
2108	2108	0		0.000437698192421313		
2109	2109	0		0.000759272374608401		
2110	2110	0		0.000752891934485641		
2111	2111	0		0.000644424452398727		
2112	2112	0	0	0.000555736334692367		
2113	2113	0		0.000485551493342011		
2114	2114	0	0	0.000486827581366563		
2115	2115	0	0	0.000534042838274984		
